ID,LLM,LLM Duration,Request Duration,Websites Checked,Website Max Length,Website Reduced Length,Provider URL,Provider Name,Room Name,Description,Min Players,Max Players,Duration,Booking URL,Detail Page URL,Image URL,Genre,Difficulty,Token Limit Reached,Error
0,gemini-1.5-flash-001,13.735131416s,24.242381292s,1,171274,66200,https://final-escape.com/berlin/,Final Escape Berlin,Prison Break,Prison Break,2,6,60,https://final-escape.com/berlin/live-escape-game-prison-break-2/#fe-buchen,https://final-escape.com/berlin/live-escape-game-prison-break-2/,https://final-escape.com/berlin/wp-content/uploads/sites/6/2017/08/prison-break-2-room-berlin-1.jpg,Crime,mittel,false,
0,gemini-1.5-flash-001,13.735131416s,24.242382083s,1,171274,66200,https://final-escape.com/berlin/,Final Escape Berlin,Blutiges Erwachen,Blutiges Erwachen,3,6,60,https://final-escape.com/berlin/live-escape-game-blutiges-erwachen/#fe-buchen,https://final-escape.com/berlin/live-escape-game-blutiges-erwachen/,https://final-escape.com/berlin/wp-content/uploads/sites/6/2017/08/blutiges-erwachen-room-berlin-1.jpg,Horror,schwer,false,
0,gemini-1.5-flash-001,13.735131416s,24.242383167s,1,171274,66200,https://final-escape.com/berlin/,Final Escape Berlin,The Puppeteer,The Puppeteer,2,6,60,https://final-escape.com/berlin/live-escape-game-the-puppeteer/#fe-buchen,https://final-escape.com/berlin/live-escape-game-the-puppeteer/,https://final-escape.com/berlin/wp-content/uploads/sites/6/2017/08/puppeteer-room-berlin-1.jpg,Fantasy,mittel,false,
0,gemini-1.5-flash-001,13.735131416s,24.242383375s,1,171274,66200,https://final-escape.com/berlin/,Final Escape Berlin,Robot Paranoia,Robot Paranoia,2,6,60,https://final-escape.com/berlin/live-escape-game-robot-paranoia/#fe-buchen,https://final-escape.com/berlin/live-escape-game-robot-paranoia/,https://final-escape.com/berlin/wp-content/uploads/sites/6/2017/08/robot-paranoia-room-berlin-1.jpg,Science Fiction,schwer,false,
0,gemini-1.5-flash-001,13.735131416s,24.242383458s,1,171274,66200,https://final-escape.com/berlin/,Final Escape Berlin,Last Human,Last Human,2,5,60,https://final-escape.com/berlin/live-escape-game-last-human/#fe-buchen,https://final-escape.com/berlin/live-escape-game-last-human/,https://final-escape.com/berlin/wp-content/uploads/sites/6/2020/06/last-human-room-berlin-1.jpg,Science Fiction,schwer,false,
0,gemini-1.5-flash-001,13.735131416s,24.242384583s,1,171274,66200,https://final-escape.com/berlin/,Final Escape Berlin,Das Geisterschiff,Das Geisterschiff,2,6,60,https://final-escape.com/berlin/live-escape-game-ghost-ship/,https://final-escape.com/berlin/live-escape-game-ghost-ship/,https://final-escape.com/berlin/wp-content/uploads/sites/6/2019/08/ghost-ship-room-berlin-1.jpg,Adventure,mittel-schwer,false,
1,gemini-1.5-flash-001,4.861644166s,9.850953209s,1,732641,45302,https://www.60-minutes.de/,60 MINUTES,Die Expedition,"Die Expedition ist ein spannendes Abenteuer, das Sie in eine vergessene Welt führt. Sie müssen die Geheimnisse der Vergangenheit lüften, um die Zukunft zu retten.",2,7,60,https://www.60-minutes.de/buchung,https://www.60-minutes.de/expedition,"https://static.wixstatic.com/media/dda0bb_35bbc05cb880496f84e834755070a165~mv2.jpg/v1/fill/w_298,h_398,q_90/dda0bb_35bbc05cb880496f84e834755070a165~mv2.jpg",Adventure,Mittel,false,
1,gemini-1.5-flash-001,4.861644166s,9.851054875s,1,732641,45302,https://www.60-minutes.de/,60 MINUTES,Lagerhaus 57,"Das Lagerhaus 57 ist ein düsterer Ort, an dem ein Verbrechen geschehen ist. Sie müssen die Spuren des Täters finden, um den Fall zu lösen.",2,7,60,https://www.60-minutes.de/buchung,https://www.60-minutes.de/lagerhaus-57,"https://static.wixstatic.com/media/dda0bb_c8dd7bf140c64370af31ad2f4e69ac29~mv2.jpg/v1/fill/w_298,h_398,q_90/dda0bb_c8dd7bf140c64370af31ad2f4e69ac29~mv2.jpg",Crime,Schwer,false,
1,gemini-1.5-flash-001,4.861644166s,9.851055167s,1,732641,45302,https://www.60-minutes.de/,60 MINUTES,Geisterstunde,"Die Geisterstunde ist ein gruseliger Ort, an dem die Geister der Vergangenheit umherwandern. Sie müssen die Geister beruhigen, um zu entkommen.",2,7,60,https://www.60-minutes.de/buchung,https://www.60-minutes.de/geisterstunde,"https://static.wixstatic.com/media/dda0bb_175f7d16f1084adfb818522b29eaa735~mv2.jpg/v1/fill/w_298,h_398,q_90/dda0bb_175f7d16f1084adfb818522b29eaa735~mv2.jpg",Horror,Mittel,false,
2,gemini-1.5-flash-001,3.41371475s,8.527410209s,1,192659,31676,https://www.4walls-escape.com/,4Walls Escape,The Heist,"An inexplicable discovery in Italy: the missing painting \""Portrait of a Woman\"" turned up again, not far from the gallery where it was once exhibited! Reveal as a team of investigators the most spectacular art theft in criminal history!",1,6,120,https://www.4walls-escape.com/the-heist,https://www.4walls-escape.com/the-heist,https://www.4walls-escape.com/img/game-11/teaser.jpg.jpg,Crime,4/5,false,
2,gemini-1.5-flash-001,3.41371475s,8.539841709s,1,192659,31676,https://www.4walls-escape.com/,4Walls Escape,Mysterious Crime,"What starts as a \""harmless\"" burglary gradually turns out to be something much bigger. The discovery of a hidden family secret lies shrouded in mystery. Can you uncover it? Hopefully the clues won't literally get lost in the sand...",1,6,150,https://www.4walls-escape.com/mysterious-crime,https://www.4walls-escape.com/mysterious-crime,https://www.4walls-escape.com/img/game-3/teaser.jpg.jpg,Crime,4/5,false,
2,gemini-1.5-flash-001,3.41371475s,8.539842459s,1,192659,31676,https://www.4walls-escape.com/,4Walls Escape,The Hunt,"The world is in an unprecedented state of emergency. Everyone has to deal with these new challenges. What does this mean? See for yourself by embarking on this “puzzling” quest filled with adventure and danger, along the way.",1,6,90,https://www.4walls-escape.com/the-hunt,https://www.4walls-escape.com/the-hunt,https://www.4walls-escape.com/img/game-4/teaser.jpg.jpg,Adventure,3/5,false,
3,gemini-1.5-flash-001,3.616850375s,10.297121625s,1,85505,8573,https://www.adventurerooms.de/,Adventure Rooms,Dresden Airport,Art GalleryMafia,2,6,60,https://www.adventurerooms.de/airlines,https://www.adventurerooms.de/airlines,https://www.adventurerooms.de/germany/wp-content/uploads/AdventureRooms-Airlines-Exit-Room.jpg,Crime,Medium,false,
3,gemini-1.5-flash-001,3.616850375s,10.297130167s,1,85505,8573,https://www.adventurerooms.de/,Adventure Rooms,Cologne,Black QueenHennes (New!)Swiss Original Game,2,6,60,http://www.adventurerooms-koeln.de/en,http://www.adventurerooms-koeln.de/en,https://www.adventurerooms.de/germany/wp-content/uploads/Exit-Room-Koeln.jpg,Crime,Hard,false,
3,gemini-1.5-flash-001,3.616850375s,10.29713025s,1,85505,8573,https://www.adventurerooms.de/,Adventure Rooms,Munich,AliceBlack QueenMafiaSwiss Original GameWorld Trip,2,6,60,http://www.adventurerooms-munich.de/,http://www.adventurerooms-munich.de/,https://www.adventurerooms.de/germany/wp-content/uploads/Exit-Room-Muenchen.jpg,Fantasy,Medium,false,
3,gemini-1.5-flash-001,3.616850375s,10.297130334s,1,85505,8573,https://www.adventurerooms.de/,Adventure Rooms,Hamburg,DreamlikeSwiss Original GameThe crazy Professor,2,6,60,https://www.adventurerooms.de/hamburg/,https://www.adventurerooms.de/hamburg/,https://www.adventurerooms.de/germany/wp-content/uploads/Exit-Room-Hamburg.jpg,Science Fiction,Hard,false,
3,gemini-1.5-flash-001,3.616850375s,10.297130375s,1,85505,8573,https://www.adventurerooms.de/,Adventure Rooms,On Tour,The Busride,2,6,60,https://www.adventurerooms.de/bus,https://www.adventurerooms.de/bus,https://www.adventurerooms.de/germany/wp-content/uploads/AdventureRooms-Bus-On-Tour.jpg,Adventure,Easy,false,
3,gemini-1.5-flash-001,3.616850375s,10.297130459s,1,85505,8573,https://www.adventurerooms.de/,Adventure Rooms,Magdeburg,NEU ab 2022,2,6,60,https://www.adventurerooms.de/magdeburg/,https://www.adventurerooms.de/magdeburg/,https://www.adventurerooms.de/germany/wp-content/uploads/Exit-Room-Magdeburg.jpg,Adventure,Medium,false,
4,gemini-1.5-flash-001,5.557670875s,9.663405792s,1,250826,41825,https://www.adventure-team.eu/,Adventure Team,Aus Versehen Apokalypse,"Im Jahr 2042 hat die Menschheit einen großen Fehler gemacht. Aus Versehen wurde die Apokalypse ausgelöst. Jetzt liegt es an euch, die Welt zu retten. Aber Vorsicht: Die Zeit ist knapp! ",2,8,60,https://teamescape.com/hamburg/escape-rooms/aus-versehen-apokalypse/,https://teamescape.com/hamburg/escape-rooms/aus-versehen-apokalypse/,https://teamescape.com/wp-content/uploads/2022/02/apokalypse-hamburg-escape-room-teamescape.jpg,Science Fiction,Mittel,false,
4,gemini-1.5-flash-001,5.557670875s,9.663407209s,1,250826,41825,https://www.adventure-team.eu/,Adventure Team,Die Zelle,Ihr seid im Gefängnis und müsst innerhalb von 60 Minuten entkommen. Aber Vorsicht: Die Wachen sind nicht weit! ,2,8,60,https://teamescape.com/hamburg/escape-rooms/die-zelle/,https://teamescape.com/hamburg/escape-rooms/die-zelle/,https://teamescape.com/wp-content/uploads/2022/02/zelle-hamburg-escape-room-teamescape.jpg,Prison,Schwer,false,
4,gemini-1.5-flash-001,5.557670875s,9.663407292s,1,250826,41825,https://www.adventure-team.eu/,Adventure Team,Heimlich im Museum,Ihr seid in einem Museum und müsst innerhalb von 60 Minuten ein gestohlenes Artefakt finden. Aber Vorsicht: Die Museumswärter sind nicht weit! ,2,8,60,https://teamescape.com/hamburg/escape-rooms/heimlich-im-museum/,https://teamescape.com/hamburg/escape-rooms/heimlich-im-museum/,https://teamescape.com/wp-content/uploads/2022/02/museum-hamburg-escape-room-teamescape.jpg,Historical,Mittel,false,
